Player Name,Team,League,POS,GP,MIN,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,P,ACRO,AW,BR,DR,DW,EG,ES,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Wojciech Szczesny,ROM,SERI,G,38,3420,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,731,0,6,297,2,12,0,2,0,1377,0,18,1,126,0,5,0,244,130,0,323,0,0,0,0,0,2
Ben Gibson,MID,EPL,D,38,3420,4,0,0,1,1,0,0,1,15,6,55,0,0,3,1,2,0,31,30,21,1423,0,61,135,17,121,0,0,0,2149,21,125,100,441,9,16,1,288,246,0,148,0,2,1,0,0,18
Joel Ward,CRY,EPL,D,38,3418,7,0,0,0,1,1,1,0,14,2,61,78,15,11,2,10,0,12,88,68,952,15,62,192,20,220,0,1,0,2334,17,300,147,557,33,107,1,552,121,0,95,1,0,0,1,0,33
Sebastien Corchia,LIL,FRAN,D,38,3417,4,0,0,1,1,0,1,0,38,7,80,163,33,23,4,17,5,12,99,62,751,29,44,178,22,228,0,2,0,2252,39,165,169,413,25,190,1,609,127,0,48,0,0,1,1,0,40
Lucas Lima,NAN,FRAN,D,38,3382,4,1,1,1,2,0,1,1,22,7,49,318,80,65,9,38,25,6,125,100,982,44,44,250,33,230,0,3,0,2756,20,287,188,631,18,366,2,912,187,2,81,0,0,4,1,1,62
Guillaume Gillet,NAN,FRAN,M/D,38,3368,5,0,0,3,0,1,0,0,47,13,78,7,5,20,2,20,0,10,88,65,1521,5,101,276,19,232,0,0,0,2347,45,304,207,767,5,28,0,382,203,0,102,0,0,1,2,0,29
Heurelho Gomes,WAT,EPL,G,38,3339,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,505,0,13,387,1,17,1,1,1,1460,0,75,2,242,0,13,0,572,258,0,306,0,0,0,0,0,1
Vincent Le Goff,FCL,FRAN,D,38,3335,5,0,0,1,1,1,1,0,10,5,74,71,5,15,1,14,0,6,70,52,1554,5,41,243,29,156,0,0,0,2735,33,358,120,780,32,84,0,471,249,0,93,0,0,1,0,0,38
Lukasz Fabianski,SWA,EPL,G,37,3330,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,554,0,14,329,0,19,5,3,0,1336,0,56,3,269,0,8,0,385,268,0,335,0,0,0,0,0,0
Samir Handanovic,INT,SERI,G,37,3330,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,2,571,0,1,302,1,11,2,1,1,1244,1,20,1,83,0,0,0,249,89,0,171,0,0,0,0,0,1
Gianmarco Ferrari,CRO,SERI,D,37,3330,8,0,0,3,1,1,0,1,10,6,79,4,1,8,1,6,1,33,62,45,662,1,52,140,4,145,0,3,0,1434,23,130,114,307,14,33,3,314,179,0,110,0,0,1,0,2,6
Andrea Consigli,SAS,SERI,G,37,3330,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,601,0,9,333,1,15,1,3,1,1499,0,25,2,102,0,8,0,500,103,0,296,0,0,0,0,0,1
Antonio Adan,BET,LIGA,G,37,3330,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,608,0,12,329,2,16,0,0,0,1507,0,51,4,251,0,6,0,560,252,0,379,0,0,0,0,0,2
Pepe Reina,NAP,SERI,G,37,3330,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,791,0,4,372,1,10,3,1,0,1437,0,19,3,52,0,3,0,245,57,0,216,0,0,0,0,0,1
Baptiste Reynet,DIJ,FRAN,G,37,3330,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,714,0,20,363,2,32,3,4,0,1660,0,57,3,225,0,20,0,499,226,0,311,0,0,0,0,0,2
Gylfi Sigurdsson,SWA,EPL,M,38,3328,2,0,0,9,13,2,5,8,116,50,37,302,86,79,17,20,43,3,45,30,802,12,7,121,31,115,0,0,0,1903,98,314,141,620,4,364,0,621,40,3,34,4,0,1,3,4,67
Nathaniel Clyne,LIV,EPL,D,37,3324,0,0,0,0,2,0,2,0,26,5,42,97,18,45,5,43,0,3,80,61,1498,18,13,173,22,134,1,0,0,2694,56,598,116,1035,12,121,0,516,120,0,45,0,0,1,1,0,39
Jermain Defoe,SUN,EPL,F,37,3322,1,0,0,15,2,0,2,0,99,31,3,19,3,20,0,18,0,2,20,13,361,3,2,73,28,78,0,0,0,830,147,152,112,230,3,34,0,240,11,5,6,0,0,36,7,10,49
Ellyes Skhiri,MON,FRAN,M,37,3286,3,0,0,1,1,0,0,1,33,6,102,6,0,22,3,21,0,9,104,70,1521,0,99,231,40,262,1,3,1,2390,37,276,222,735,12,30,0,348,178,0,121,1,0,2,4,0,48
Anthony Lopes,OL,FRAN,G,37,3285,0,0,0,0,1,0,1,0,0,0,7,0,0,3,1,2,0,0,1,0,732,0,10,323,1,20,2,2,0,1449,1,23,4,100,0,8,0,316,100,0,199,0,0,0,0,0,2
Gerard Moreno,ESP,LIGA,F,37,3280,6,0,0,13,4,0,4,0,82,33,31,33,5,32,4,28,0,8,56,40,759,5,97,159,47,244,0,0,0,1691,126,226,330,471,2,67,0,539,57,1,68,2,0,12,2,6,95
Karl-Johan Johnsson,GUI,FRAN,G,37,3279,1,0,1,0,2,0,2,0,0,0,1,0,0,3,2,1,0,0,1,1,533,0,8,318,0,13,1,1,0,1317,1,54,3,220,0,19,0,446,224,0,312,0,0,0,0,0,0
Craig Dawson,WBA,EPL,D,37,3278,10,0,0,4,0,0,0,0,21,8,60,86,13,21,0,20,1,29,57,46,642,13,132,148,14,235,0,2,0,1920,47,183,189,342,15,104,1,595,124,0,73,0,0,2,1,3,24
Darren Fletcher,WBA,EPL,M,38,3235,0,0,0,2,3,1,1,2,20,7,44,30,5,24,3,20,1,2,41,26,940,3,18,205,27,108,2,1,0,1609,29,282,134,570,4,78,0,408,119,0,103,3,0,1,1,1,32
Stephen Ward,BRN,EPL,D,37,3232,5,0,0,1,1,0,1,0,7,1,74,111,26,22,3,21,0,16,69,47,775,25,63,177,15,194,1,0,0,2116,12,180,149,411,28,153,0,589,117,0,112,0,0,0,0,1,23
Etienne Capoue,WAT,EPL,M,37,3212,5,0,0,7,1,0,1,0,50,19,61,78,32,37,0,17,19,7,60,42,1226,13,33,177,34,172,1,1,0,2056,53,313,195,726,6,115,0,424,104,0,89,0,0,1,3,2,65
Duvan Zapata,UDI,SERI,F,38,3153,3,0,0,10,3,0,3,0,79,35,11,47,7,37,6,34,0,8,10,7,377,7,66,68,39,185,0,0,0,1192,164,154,262,258,1,44,0,463,5,1,7,0,0,13,13,8,68
Jose Maria Callejon,NAP,SERI,F/M,37,3149,3,0,1,14,12,2,10,2,86,34,29,173,38,76,9,59,5,0,42,32,1324,23,22,158,12,138,0,0,0,2167,172,484,132,954,9,199,0,445,31,0,49,1,0,14,10,10,21
Papu Gomez,ATA,SERI,F/M,37,3136,6,0,0,16,10,3,5,5,117,51,27,360,99,91,16,51,30,0,26,21,984,52,3,165,84,222,0,0,0,2262,140,537,201,846,1,417,0,717,37,2,62,1,0,27,5,9,137
Marek Hamsik,NAP,SERI,M,38,3050,1,0,0,12,10,3,9,1,88,32,15,35,8,77,10,67,0,4,35,28,2726,8,31,208,42,135,1,2,0,3552,95,850,120,1770,6,137,0,501,202,0,191,9,0,3,4,6,62
Gary Cahill,CHE,EPL,D,37,3296,5,0,0,6,0,0,0,0,24,10,46,1,0,5,0,5,0,20,53,40,1634,0,91,136,4,168,2,0,1,2273,41,178,103,545,7,6,2,259,236,0,112,1,0,2,0,4,10
Romelu Lukaku,EVE,EPL,F,37,3267,3,0,0,25,6,0,6,0,110,55,0,45,6,47,8,41,0,4,10,7,632,6,136,84,63,242,0,0,0,1518,189,305,346,499,0,71,0,584,23,1,20,5,0,36,7,18,95
Matthew Lowton,BRN,EPL,D,36,3240,9,0,0,0,2,0,2,0,6,2,65,115,27,30,3,26,2,28,101,69,725,26,54,188,24,196,0,2,0,2158,19,169,129,379,27,195,2,653,129,0,117,1,0,0,1,0,30
Mario Gaspar,VIL,LIGA,D,36,3240,6,0,0,0,3,1,3,0,34,11,71,74,18,23,3,19,1,11,101,65,1164,18,60,169,15,190,0,0,0,2493,61,289,148,591,25,99,0,521,145,0,76,0,0,1,0,0,35
Fernando Pacheco,ALA,LIGA,G,36,3240,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,568,0,7,291,1,13,1,0,0,1297,0,35,1,268,0,3,0,444,273,0,374,0,1,0,0,0,1
Alban Lafont,TFC,FRAN,G,36,3240,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,2,500,0,9,347,2,18,3,4,0,1405,0,57,6,257,0,10,0,549,257,0,305,0,0,0,0,0,2
Pichu Cuellar,SPO,LIGA,G,36,3240,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,509,0,17,367,0,24,3,1,0,1422,0,73,8,225,0,8,0,550,226,0,306,0,0,0,0,0,0
David Lopez,ESP,LIGA,M/D,36,3240,3,0,0,3,2,0,2,0,17,9,66,3,1,13,1,11,0,18,92,65,1360,1,70,218,11,202,0,0,0,2222,30,143,90,475,7,24,1,419,251,0,150,0,0,0,1,2,15
Marc-Andre ter Stegen,BAR,LIGA,G,36,3240,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,973,0,2,303,1,7,2,3,0,1555,0,8,3,29,0,2,0,237,29,0,228,0,0,0,0,0,1
Danijel Subasic,ASM,FRAN,G,36,3240,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,575,0,8,305,2,15,2,0,0,1209,0,18,0,143,0,14,0,344,144,0,249,0,0,0,0,0,2
Kamil Glik,ASM,FRAN,D,36,3240,6,0,0,6,2,0,0,2,24,11,61,4,2,5,4,2,0,20,24,16,1250,2,65,150,0,105,0,1,0,1969,39,84,100,306,4,28,1,302,202,0,139,1,1,3,2,6,0
Joe Hart,TOR,SERI,G,36,3240,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,1,769,0,1,302,1,4,5,2,0,1516,1,25,2,131,0,5,0,362,131,0,291,0,1,0,0,0,1
Thibaut Courtois,CHE,EPL,G,36,3240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,7,248,0,8,0,2,0,1097,0,6,2,60,0,6,0,272,63,0,172,0,0,0,0,0,0
Bruno Alves,CAG,SERI,D,36,3239,5,0,1,1,0,0,0,0,30,9,65,9,3,7,0,7,0,26,22,15,1358,3,114,176,3,153,1,0,0,2131,43,154,83,400,11,41,0,385,270,0,222,0,1,2,0,0,5
Alex Cordaz,CRO,SERI,G,36,3236,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,401,0,6,366,1,9,1,1,0,1467,0,77,1,234,0,26,0,755,235,0,300,0,0,0,0,0,1
Alexis Sanchez,ARS,EPL,F,38,3223,6,0,0,24,10,5,10,0,129,49,24,67,17,78,10,67,1,1,53,40,1208,17,14,130,108,244,0,3,0,2469,255,686,296,1021,0,310,0,789,36,3,75,9,0,27,7,14,159
Benjamin Andre,REN,FRAN,M,36,3218,6,0,0,0,3,1,3,0,25,4,72,18,4,39,2,35,1,2,121,86,2042,4,133,329,30,340,1,2,0,3125,32,521,315,1160,8,66,0,600,172,0,95,4,0,2,3,0,48
Romain Thomas,SCO,FRAN,D,36,3208,5,0,1,1,0,0,0,0,9,2,58,2,0,3,0,3,0,23,46,34,1328,0,88,159,4,147,0,2,0,1991,21,87,99,330,7,15,0,256,252,0,150,0,0,2,2,1,7
Yoan Cardinale,NIC,FRAN,G,36,3206,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,765,0,7,322,4,17,3,2,0,1426,0,5,4,89,0,1,0,236,90,0,222,0,1,0,0,0,4
Danilo,UDI,SERI,D,36,3204,9,0,1,2,1,0,1,0,15,4,55,12,5,5,0,4,0,34,40,34,1061,5,61,131,1,109,0,0,1,1837,35,106,75,361,13,43,2,360,234,0,153,0,0,3,0,1,1
Dani Parejo,VAL,LIGA,M,36,3195,12,0,0,5,7,1,4,3,50,26,41,197,46,66,7,32,27,3,96,67,1905,3,28,253,32,247,0,1,0,2962,48,540,207,1269,2,254,0,597,236,5,136,3,0,2,3,4,54
Samuel Clucas,HUL,EPL,M,37,3188,9,0,1,3,1,0,1,0,42,7,52,62,13,15,2,13,1,9,89,60,1277,7,39,191,29,180,0,1,0,2115,42,303,158,614,5,97,0,404,111,0,88,0,0,1,1,2,40
Dani Garcia,EIB,LIGA,M,36,3184,9,0,1,1,1,0,1,0,20,3,75,7,1,23,0,21,1,5,106,80,1401,1,37,252,10,183,0,1,0,2133,2,266,141,678,2,26,0,371,165,0,242,0,0,0,0,0,17
Damien Da Silva,SMC,FRAN,D,36,3168,4,1,2,0,1,0,0,1,17,4,74,6,1,6,3,5,0,17,80,62,1177,1,109,253,19,236,0,1,1,2022,26,140,103,398,13,35,2,383,185,0,160,0,1,0,1,0,21
Christian Eriksen,TOT,EPL,M,36,3164,0,0,0,8,15,2,9,6,133,45,23,245,55,112,17,63,34,0,45,34,1585,13,21,187,28,120,0,0,0,2755,106,677,186,1230,5,355,0,742,106,0,107,6,0,2,3,2,63
James Milner,LIV,EPL,M/D,36,3159,5,0,0,7,3,2,3,0,36,17,44,259,53,57,3,32,21,5,93,62,1727,24,56,206,29,199,0,1,0,3316,70,617,184,1145,34,293,0,770,224,8,131,2,0,2,2,7,45
Oier,OSA,LIGA,M/D,36,3150,11,0,0,0,2,0,2,0,8,2,90,22,5,18,0,15,1,10,109,83,859,5,55,266,9,221,0,1,0,1932,24,169,188,418,2,46,1,483,151,0,99,0,2,1,0,0,14
Gareth McAuley,WBA,EPL,D,36,3143,5,0,0,6,1,0,0,1,16,7,71,4,2,5,0,4,0,31,50,37,491,2,114,136,18,190,2,0,1,1268,39,80,97,179,9,22,1,292,130,0,107,0,0,0,1,4,21
Christian Benteke,CRY,EPL,F,36,3137,10,0,0,15,2,0,2,0,105,39,6,0,0,32,1,30,0,1,9,6,549,0,322,57,29,403,0,0,0,1417,211,236,377,404,0,53,0,559,20,4,16,0,0,37,12,14,52
Ciro Immobile,LAZ,SERI,F,37,3124,5,0,0,23,3,0,3,0,136,60,8,28,6,40,6,36,0,0,17,12,628,6,21,82,35,117,0,0,0,1355,234,303,184,465,1,63,0,415,23,6,31,2,0,43,17,18,84
German Pezzella,BET,LIGA,D,36,3102,10,0,0,1,0,0,0,0,17,6,100,1,0,7,1,7,0,14,72,48,1018,0,99,151,5,200,0,0,0,1834,36,67,113,288,3,19,0,371,180,0,99,0,0,8,0,0,6
Antonio Candreva,INT,SERI,F/M,38,3019,2,0,0,6,10,0,9,1,88,33,19,377,73,83,16,47,26,1,28,24,960,49,1,158,48,122,0,1,0,2093,118,415,112,748,4,376,0,683,43,1,59,4,0,21,7,3,83
Eden Hazard,CHE,EPL,F,36,3002,3,0,0,16,5,3,4,1,77,33,28,85,17,88,4,80,3,0,18,12,1474,7,20,170,143,280,0,1,0,2486,219,905,173,1257,2,159,0,535,64,3,114,3,0,8,8,8,186
Florian Thauvin,OM,FRAN,F/M,38,2975,2,0,0,15,8,1,6,2,96,38,22,206,44,60,14,36,16,1,39,31,1056,23,17,157,90,189,0,0,0,2292,147,443,265,753,1,287,0,785,61,1,63,7,0,11,8,7,172
Ashley Williams,EVE,EPL,D,36,3158,7,0,1,1,3,0,1,2,15,6,58,1,0,10,1,7,0,28,53,42,1410,0,82,178,2,149,0,2,0,2264,30,93,123,390,8,16,0,342,236,0,166,0,1,3,1,1,2
Nacho Monreal,ARS,EPL,D,36,3153,6,0,0,0,2,0,2,0,12,2,88,63,6,12,3,10,0,11,91,62,1499,6,56,190,13,193,0,3,0,2575,59,442,166,894,19,75,0,394,163,0,38,0,0,7,2,0,21
Erik Pieters,STO,EPL,D,36,3151,5,0,0,0,1,0,1,0,9,0,54,110,20,18,2,14,3,20,105,79,1008,19,54,190,15,230,1,1,0,2331,20,232,153,553,29,129,0,559,131,0,58,0,0,1,1,0,20
Artur Boruc,BOU,EPL,G,35,3150,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,490,0,10,280,1,15,2,1,0,1265,0,25,4,145,0,6,0,408,146,0,235,0,0,0,0,0,1
David de Gea,MUN,EPL,G,35,3150,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,508,0,1,219,0,3,1,1,0,1079,0,54,2,216,0,10,0,345,216,0,320,0,0,0,0,0,0
Carlos Kameni,MAL,LIGA,G,35,3150,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,1,453,0,8,298,2,14,2,0,0,1124,1,19,6,133,0,4,0,379,139,0,263,0,0,0,0,0,2
Lukasz Skorupski,EMP,SERI,G,35,3150,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,416,0,12,301,0,15,3,3,1,1163,0,12,6,69,0,6,0,324,71,0,156,0,0,0,0,0,0
Ryan Shawcross,STO,EPL,D,35,3150,6,0,0,1,1,0,0,1,20,7,59,1,1,5,0,4,0,32,45,33,711,1,129,119,10,198,2,1,2,1496,39,66,120,209,9,16,1,317,155,0,94,0,0,2,0,0,13
Tom Heaton,BRN,EPL,G,35,3150,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,0,0,463,0,7,355,0,10,0,1,0,1465,0,147,1,347,0,83,0,684,346,0,378,0,0,0,0,0,0
Michael Keane,BRN,EPL,D,35,3150,4,0,0,2,1,0,0,1,23,8,64,4,2,9,1,8,0,44,28,24,821,2,152,150,5,193,0,2,0,1628,65,111,109,294,9,23,0,353,206,0,126,0,0,1,0,1,6
Christopher Jullien,TFC,FRAN,D,35,3149,2,0,1,4,1,0,0,1,33,11,54,1,0,4,2,3,0,16,51,31,981,0,145,145,0,213,0,0,0,1797,50,65,90,320,16,15,1,347,230,0,147,0,2,3,7,2,0
Bruno Martins Indi,STO,EPL,D,35,3147,5,0,0,1,0,0,0,0,18,7,60,3,0,2,0,2,0,21,59,43,964,0,54,172,7,129,0,2,0,1557,22,50,105,277,7,8,0,172,156,0,69,0,1,2,1,0,8
Ignacio Camacho,MAL,LIGA,M,35,3146,15,0,0,4,2,0,1,1,40,13,115,10,5,14,1,12,0,11,105,83,1421,5,157,230,7,323,1,0,0,2479,47,320,284,761,1,46,0,548,187,0,91,0,0,6,0,1,12
N'Golo Kante,CHE,EPL,M,35,3139,9,0,0,1,1,1,1,0,27,7,82,10,1,22,2,21,0,4,127,82,1884,1,19,275,36,197,0,1,0,2671,20,563,180,1120,6,49,0,341,169,0,136,4,0,0,2,1,49
Christophe Kerbrat,GUI,FRAN,D,35,3135,4,0,0,0,1,0,0,1,6,1,73,4,0,8,4,7,0,35,58,42,1324,0,41,180,2,132,0,0,0,2130,25,163,76,462,7,25,4,356,240,0,161,1,1,1,0,0,2
Leo Dubois,NAN,FRAN,D,36,3134,2,0,0,0,7,1,7,0,27,6,62,164,41,38,5,16,15,10,73,63,1059,25,40,207,27,161,0,1,1,2549,29,282,138,569,22,215,1,723,130,0,75,0,0,0,1,0,44
Diego Falcinelli,CRO,SERI,F,35,3129,7,0,0,13,3,0,3,0,99,34,15,18,6,37,4,34,0,5,29,18,519,6,74,127,34,212,0,0,0,1400,153,213,441,358,3,35,0,502,11,2,18,0,0,47,4,10,76
Matias Agustin Silvestre,SAM,SERI,D,35,3121,3,1,1,0,3,0,1,2,11,3,39,3,0,4,2,1,0,25,23,19,1802,0,58,185,6,102,0,2,0,2398,15,107,74,556,2,14,0,264,279,0,117,0,0,0,0,0,9
Julien Feret,SMC,FRAN,M,35,3119,1,0,0,2,3,0,2,1,25,6,63,135,44,70,4,40,27,7,59,40,1426,8,66,323,48,209,0,0,0,2435,28,431,163,864,0,214,0,621,172,0,109,1,0,0,1,1,77
Federico Fazio,ROM,SERI,D,37,3117,3,0,0,2,1,1,1,0,21,5,95,3,0,9,4,8,0,30,57,45,1605,0,125,182,20,219,0,5,0,2443,31,120,76,571,3,22,1,298,259,0,120,1,2,1,0,0,23
Diego Lopez,ESP,LIGA,G,35,3113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,9,294,1,14,1,0,0,1238,0,22,2,138,0,9,0,449,140,0,258,0,0,0,0,0,1
Christian Fuchs,LEI,EPL,D,36,3103,10,0,0,2,4,1,2,2,21,6,70,96,26,38,4,16,18,13,97,80,933,16,68,206,13,185,0,2,0,2278,13,245,151,532,31,233,0,667,171,0,96,0,1,1,1,1,17
Federico Ceccherini,CRO,SERI,D,35,3100,9,0,0,1,0,0,0,0,15,2,94,8,0,6,0,5,1,25,58,42,712,0,70,153,9,186,0,2,0,1624,22,103,114,271,7,33,0,341,144,0,111,0,0,2,0,1,10
Ciprian Tatarusanu,FIO,SERI,G,35,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,577,0,2,307,0,5,4,4,0,1241,0,19,1,85,0,4,0,273,87,0,166,0,0,0,0,0,0
Petr Cech,ARS,EPL,G,35,3098,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,470,0,4,321,3,11,1,1,1,1227,0,49,2,157,0,6,0,382,156,0,216,0,0,0,0,0,3
Koke,ATM,LIGA,M,35,3094,6,0,0,4,8,1,4,4,26,10,48,161,38,72,5,39,25,10,91,68,2077,8,10,257,14,168,0,0,0,3151,36,687,174,1337,4,254,0,675,177,0,144,3,0,3,1,3,25
Jason Puncheon,CRY,EPL,M,36,3094,9,0,0,0,5,2,1,4,45,11,38,147,47,60,5,34,21,6,73,59,1192,14,25,255,38,172,2,0,0,2109,59,409,179,798,8,196,1,515,116,0,79,0,0,1,0,0,52
Simon Falette,MET,FRAN,D,35,3091,7,0,0,3,1,0,0,1,23,8,91,5,1,9,0,8,0,30,26,15,881,1,55,192,15,121,0,2,0,1629,29,78,100,278,4,38,2,282,181,0,141,1,0,0,4,0,18
Yuri Berchiche,RSO,LIGA,D,35,3090,9,0,0,3,2,0,2,0,42,8,62,128,33,23,0,21,0,9,76,50,1371,33,63,230,36,215,0,0,0,2763,54,381,169,801,16,145,0,582,166,0,65,1,0,3,0,0,77
Diego Costa,CHE,EPL,F,35,3089,10,0,0,20,7,0,7,0,111,42,7,9,2,43,6,35,0,3,18,9,779,2,44,93,56,207,0,0,0,1764,264,364,362,563,3,73,0,583,20,1,28,6,0,26,12,7,134
Lucas Deaux,GUI,FRAN,M,38,3078,4,0,0,2,5,1,5,0,20,8,53,31,8,24,4,19,0,9,94,63,1331,7,99,222,23,236,0,0,0,2195,37,289,256,668,4,71,0,499,177,0,128,4,0,4,2,2,35
Baptiste Santamaria,SCO,FRAN,M,37,3075,2,0,0,0,0,1,0,0,34,9,71,17,4,14,0,13,1,11,103,71,1303,3,62,230,23,236,0,2,1,2151,17,230,176,596,3,37,0,426,179,0,113,0,0,1,3,0,33
Oriol Romeu,SOU,EPL,M,35,3072,11,0,0,1,0,0,0,0,28,6,89,3,2,17,1,17,0,13,117,87,1741,2,75,305,29,253,0,2,0,2594,17,261,230,865,8,18,0,391,258,0,99,0,0,1,0,1,30
Diego Laxalt,GEN,SERI,M/D,35,3051,4,0,0,1,4,0,4,0,29,6,44,142,28,35,6,29,2,4,65,48,857,25,19,201,51,199,0,0,0,2030,75,308,182,577,17,147,0,603,70,0,35,0,0,1,2,0,76
Radja Nainggolan,ROM,SERI,M,37,3043,2,0,0,11,5,0,4,1,90,24,38,90,13,68,12,58,4,3,67,57,1217,10,30,239,30,182,0,0,0,2146,109,439,150,835,1,159,0,532,73,0,108,9,0,9,3,2,41
Dele Alli,TOT,EPL,F/M,37,3043,4,0,0,18,7,0,7,0,94,44,11,22,0,52,5,45,0,1,52,36,1072,0,14,165,51,192,0,0,0,2029,147,509,272,813,5,100,0,550,43,1,59,3,0,11,11,11,130
Manu Trigueros,VIL,LIGA,F/M,37,3038,4,0,0,5,1,2,1,0,46,20,28,66,18,43,3,33,9,6,73,58,1635,5,26,229,36,179,0,0,0,2390,40,392,188,888,1,123,0,431,185,0,154,5,0,0,1,1,56
Victor Wanyama,TOT,EPL,M,36,3015,10,0,0,4,1,0,0,1,40,13,40,14,2,32,2,30,1,10,90,62,1724,2,62,242,51,236,1,2,0,2464,47,376,212,968,2,23,0,350,164,0,118,1,0,0,3,4,65
Antoine Griezmann,ATM,LIGA,F/M,35,2975,3,0,0,16,8,1,7,1,87,41,17,23,4,53,12,45,0,3,45,32,970,2,43,130,25,142,0,0,0,1676,116,387,175,712,1,78,0,420,43,2,42,5,0,26,6,10,53
