Player Name,Team,League,POS,GP,MIN,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,P,ACRO,AW,BR,DR,DW,EG,ES,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Eric Maxim Choupo-Moting,STO,EPL,F,30,2247,3,0,0,5,5,0,4,1,60,20,23,35,4,20,5,15,0,3,42,30,468,4,60,133,61,187,0,1,0,1191,103,176,217,303,4,53,0,403,18,0,17,1,0,14,4,4,107
Flavien Tait,SCO,FRAN,M,31,2247,4,1,1,4,3,3,2,1,58,26,20,103,25,38,11,27,8,4,50,35,655,9,4,160,69,171,0,1,0,1492,53,233,192,437,6,127,1,441,43,0,31,5,0,3,2,2,100
Kyle Beckerman,RSL,MLS,M,26,2242,8,1,2,4,0,0,0,0,33,13,50,6,3,28,3,28,0,4,61,33,1171,3,17,195,8,112,0,0,0,1755,23,295,89,687,1,45,0,307,172,0,116,4,0,0,0,1,10
Nacho Monreal,ARS,EPL,D,28,2242,3,0,0,5,2,0,1,1,22,8,56,31,6,13,4,11,0,8,54,32,1539,6,62,155,6,139,1,1,0,2124,36,271,119,764,9,33,1,233,198,0,45,0,1,2,0,2,11
Fallou Diagne,MET,FRAN,D,29,2242,8,0,2,1,1,0,0,1,14,7,52,2,0,8,0,7,0,17,33,20,797,0,66,162,8,111,0,2,0,1317,16,93,76,277,2,21,1,238,157,0,174,0,0,2,0,0,9
Luca Ceppitelli,CAG,SERI,D,27,2229,7,0,0,3,0,1,0,0,10,5,49,0,0,8,2,8,0,21,45,33,916,0,80,138,12,150,0,0,1,1530,23,114,83,304,5,32,0,275,184,0,143,1,0,0,0,1,12
Diego Rico,LGN,LIGA,D,26,2228,8,1,1,2,2,0,2,0,25,8,76,125,29,27,7,14,11,6,68,43,653,16,31,183,20,159,0,0,0,1743,30,172,110,358,24,148,2,507,115,0,54,0,0,4,0,1,36
Leonel Jesus Vangioni,MON,LMX,D,26,2215,5,1,1,1,2,0,2,0,11,2,55,47,8,16,2,10,4,4,110,82,474,7,26,140,19,185,0,0,0,1383,8,129,117,257,22,54,1,354,83,0,42,0,2,1,0,0,27
Steven N'Zonzi,SEV,LIGA,M,27,2215,2,0,0,1,2,0,2,0,22,5,28,10,3,13,2,11,0,8,39,26,1629,3,103,186,13,166,2,0,0,2105,35,316,79,796,2,17,0,272,179,0,58,0,0,2,2,0,16
Alexandre Lacazette,ARS,EPL,F,32,2211,1,0,0,14,4,1,3,1,68,35,7,16,4,36,5,32,0,3,24,17,554,4,29,53,33,114,0,0,0,1093,196,297,173,404,1,66,0,316,11,2,8,1,0,23,13,9,45
Cristian Techera,WHI,MLS,M,32,2196,2,0,0,7,4,4,1,3,58,18,16,195,36,44,4,26,14,4,36,27,449,16,8,116,28,117,0,0,0,1248,77,139,152,289,4,220,0,491,26,2,24,1,0,4,5,1,78
Scott Caldwell,NER,MLS,M,33,2195,2,0,0,1,2,3,2,0,11,2,39,19,7,16,2,14,0,5,70,44,965,7,8,132,4,124,0,0,0,1471,9,250,124,573,10,42,0,214,89,0,66,0,0,0,1,1,14
Michael de Leeuw,FIR,MLS,F/M,30,2189,5,0,0,3,7,1,6,1,37,13,22,9,1,25,6,18,0,4,44,30,479,1,17,100,15,110,0,0,0,919,72,147,111,276,1,22,0,217,21,0,17,3,0,7,4,2,20
Mohammed Saeid,RAP,MLS,M,28,2179,2,0,0,1,2,2,2,0,13,2,24,125,30,43,2,25,16,2,32,20,849,12,8,89,12,84,0,1,0,1414,11,269,72,537,2,171,0,362,77,0,59,0,0,0,0,0,16
Aaron Hunt,HSV,BUND,M,29,2166,1,0,0,3,2,0,1,1,30,8,15,169,53,62,6,25,35,2,36,24,823,4,20,114,19,113,0,2,0,1525,50,347,133,618,2,228,0,426,44,1,61,0,0,5,3,1,49
Christoph Kramer,BMG,BUND,M,27,2160,5,0,0,3,0,0,0,0,12,4,51,7,2,13,0,13,0,5,87,68,1332,2,23,142,25,158,0,1,0,1897,18,232,155,614,3,34,0,265,131,0,67,0,0,0,1,1,54
Adrian Marius Stoian,CRO,SERI,F,32,2148,5,0,0,2,4,0,4,0,20,6,24,68,13,19,4,14,1,0,23,19,618,11,6,158,33,111,0,0,0,1406,26,229,161,414,6,147,0,545,80,0,71,2,0,3,0,2,51
Rajiv van La Parra,HUD,EPL,M,33,2144,3,0,1,3,0,0,0,0,43,15,21,84,8,14,1,14,0,1,41,29,503,7,12,152,68,167,1,0,0,1245,54,185,203,329,1,79,0,418,17,1,14,0,0,3,1,1,129
Chang-hoon Kwon,DIJ,FRAN,M,34,2143,3,0,0,11,3,0,3,0,67,28,24,85,18,33,3,26,4,1,38,22,440,11,13,125,28,125,0,0,0,1124,80,165,160,305,5,126,0,363,23,0,24,1,0,12,4,5,48
Kevin Lasagna,UDI,SERI,F,29,2140,1,0,0,12,1,0,1,0,72,31,8,32,4,11,0,10,0,4,10,7,258,4,58,57,4,99,0,0,0,735,127,97,159,174,1,37,1,275,9,0,9,0,0,15,11,8,17
Michel Macedo,LPM,LIGA,D,28,2136,4,1,1,0,1,0,1,0,6,3,39,64,16,24,1,21,1,11,33,24,752,16,34,124,14,122,0,1,0,1503,29,196,101,412,13,74,0,303,79,0,25,0,0,6,0,0,22
Mauro Arambarri,GET,LIGA,M,27,2135,8,1,1,1,1,0,1,0,21,3,25,6,1,9,4,8,0,3,56,41,434,1,18,166,13,128,0,0,0,930,15,98,150,266,4,23,0,250,62,0,84,2,0,0,1,0,24
Daniel Royer,NYR,MLS,F,29,2131,5,0,0,14,3,1,3,0,58,24,18,37,3,19,3,16,0,1,44,33,603,3,33,112,22,146,0,0,0,1278,91,291,172,454,1,67,0,419,35,5,14,1,0,3,1,9,50
Angel Di Maria,PSG,FRAN,F/M,30,2122,1,0,0,11,6,1,5,1,97,40,11,175,32,51,14,30,15,2,13,10,856,15,0,70,48,74,0,0,0,1639,145,386,109,689,0,239,0,487,26,0,57,7,0,15,13,7,85
Wendell,LEV,BUND,D,26,2119,6,0,1,2,3,0,3,0,14,3,39,68,18,25,4,16,6,8,55,41,950,11,19,124,21,114,0,0,0,1729,26,212,94,518,12,88,0,328,113,3,46,2,0,0,1,2,29
Chory,MAL,LIGA,F,26,2075,4,1,1,4,2,0,1,1,32,9,23,133,36,32,4,22,8,2,37,24,606,22,21,162,28,114,0,0,0,1344,39,218,116,443,3,159,0,452,42,1,52,0,0,3,1,3,51
Paolo Farago,CAG,SERI,D,35,2449,2,0,0,2,5,0,5,0,29,7,23,120,29,32,9,24,1,4,91,66,572,28,74,154,15,236,0,0,0,1763,65,190,169,378,7,168,0,539,81,0,51,1,0,3,3,0,30
Joan Jordan,EIB,LIGA,M,35,2422,1,1,1,6,4,0,2,2,40,17,30,114,29,39,4,24,11,0,31,24,983,8,37,176,42,126,0,0,0,1649,53,311,191,704,1,145,0,400,64,2,100,2,0,5,3,3,64
Ever Banega,SEV,LIGA,M,31,2397,9,0,1,3,3,2,1,2,37,13,12,145,35,67,9,40,24,1,71,53,1850,4,11,244,83,215,2,1,0,2780,37,552,191,1182,1,226,0,558,279,3,164,3,0,2,1,3,121
Lorenzo Venuti,BEN,SERI,D,31,2387,4,0,0,0,1,1,1,0,5,1,37,45,13,21,4,20,0,16,45,35,797,13,23,113,17,134,3,0,1,1584,14,127,100,308,21,45,1,281,91,0,57,1,0,2,1,0,29
Benny Feilhaber,SKC,MLS,M,31,2370,4,0,0,5,1,2,1,0,68,20,11,117,37,68,7,49,18,2,35,22,1266,6,20,156,31,140,0,0,0,2031,69,472,140,826,1,199,0,467,104,2,124,5,0,0,1,3,63
Rodolfo Pizarro,GUA,LMX,M,29,2352,6,0,1,7,6,0,5,1,65,25,16,63,14,51,8,45,0,1,41,30,758,13,13,126,80,191,0,0,0,1599,113,372,212,594,1,97,0,492,30,1,26,1,0,7,6,2,144
Gabi,ATM,LIGA,M,34,2346,8,0,0,0,1,1,0,1,10,1,44,45,17,22,1,7,14,10,80,49,1463,0,19,235,10,130,0,0,0,2084,4,383,156,801,2,119,0,336,179,0,126,2,1,1,0,0,15
Antonio Rudiger,CHE,EPL,D,27,2336,4,0,0,2,1,0,1,0,15,4,24,10,0,3,1,2,0,15,31,21,1529,0,59,175,8,111,0,1,0,2029,21,154,99,535,13,25,1,229,181,0,102,1,0,2,3,2,10
Andy Delort,TFC,FRAN,F,32,2334,5,0,0,5,5,0,2,3,70,20,12,112,26,44,7,31,8,0,20,13,438,17,99,59,18,164,0,0,0,1221,114,191,251,359,3,142,0,524,16,2,20,0,0,29,9,4,38
Rodrigo De Paul,UDI,SERI,M,37,2322,4,0,0,4,7,0,4,3,53,16,15,164,44,66,13,42,17,1,31,18,718,18,4,123,73,171,0,0,0,1628,53,308,182,550,3,219,1,528,45,4,68,3,0,2,4,4,120
Jeremy Gelin,REN,FRAN,D,28,2314,2,0,0,0,2,1,2,0,5,0,36,3,0,13,0,11,0,12,37,18,1159,0,41,151,3,96,0,2,0,1635,4,147,104,476,5,32,1,241,231,0,147,1,0,1,0,0,5
Allan Nyom,WBA,EPL,M,29,2308,7,0,0,0,1,1,1,0,3,0,27,88,23,14,2,11,2,10,63,38,574,23,22,147,10,114,0,0,0,1434,6,118,90,292,10,101,0,367,62,0,37,0,0,0,0,0,26
Cesc Fabregas,CHE,EPL,M,32,2308,4,1,1,2,4,1,1,3,38,10,22,141,43,91,9,53,32,4,68,49,1827,10,10,171,18,118,0,2,0,2643,73,752,126,1282,3,275,0,528,218,0,127,10,0,5,2,0,24
Jonas Ramalho,GIR,LIGA,D,26,2297,3,0,0,0,0,0,0,0,7,1,35,7,0,5,1,4,1,11,25,16,658,0,39,135,13,88,0,0,1,1172,17,70,63,234,9,27,1,257,128,0,79,0,0,1,2,0,16
Matthew Lowton,BRN,EPL,D,26,2295,1,0,0,0,3,0,3,0,4,1,39,71,15,14,3,11,0,15,55,34,567,15,33,112,11,114,0,2,0,1518,11,156,95,307,29,111,1,420,89,0,73,1,0,1,0,0,17
Diego Demme,RBL,BUND,M,30,2285,4,0,0,0,3,2,3,0,12,3,57,18,3,30,4,26,1,3,81,57,1743,2,18,145,14,179,0,0,0,2516,15,407,162,944,2,101,0,419,179,0,94,4,0,0,0,0,26
Danilo Cataldi,BEN,SERI,M,29,2280,9,1,1,1,4,0,3,1,36,6,34,61,14,36,2,27,5,5,34,26,1090,7,1,178,23,85,1,0,0,1639,29,246,94,562,4,98,0,307,103,0,86,0,0,0,0,0,30
Shkodran Mustafi,ARS,EPL,D,27,2274,6,0,0,3,1,1,0,1,13,6,57,12,3,7,3,6,0,15,63,46,1494,3,122,158,1,197,2,0,0,2128,25,142,129,536,4,34,0,268,253,0,73,0,1,2,0,1,2
Will Bruin,SOU,MLS,F,36,2272,1,0,0,13,3,1,3,0,58,24,10,3,0,23,3,20,0,2,16,10,359,0,40,43,2,76,0,0,0,744,113,156,140,277,0,26,0,243,11,0,3,1,0,12,6,10,12
David Accam,FIR,MLS,F/M,31,2267,2,0,0,14,6,2,5,1,66,36,23,52,14,43,9,26,11,2,28,20,416,3,11,98,62,147,0,0,0,1136,130,178,208,279,3,95,0,415,20,2,31,2,0,18,3,8,124
Jonjo Shelvey,NEW,EPL,M,30,2267,2,1,2,1,3,1,3,0,42,9,28,79,25,41,4,27,10,5,39,24,1001,9,20,199,22,89,0,0,0,1755,12,292,84,570,5,188,0,504,171,0,157,8,0,0,1,0,32
Andres Guardado,BET,LIGA,M/D,29,2266,7,0,0,2,8,0,6,2,33,9,22,90,36,46,10,28,9,5,41,27,1264,19,18,166,22,119,1,0,0,1896,24,313,138,714,4,123,0,342,94,1,95,5,0,2,2,1,33
Tyler Adams,NYR,MLS,M,27,2264,2,0,0,2,4,1,4,0,13,7,36,26,5,22,5,18,0,4,75,54,1081,5,22,161,21,150,0,0,0,1886,39,344,144,674,10,78,1,399,99,0,53,2,0,0,0,0,35
Marquinhos,PSG,FRAN,D,26,2264,1,0,0,0,2,0,1,1,14,0,16,1,0,5,1,3,0,23,28,14,1557,0,42,136,2,79,1,1,0,1911,27,62,38,398,5,20,0,112,203,0,107,1,0,0,1,0,2
Dayot Upamecano,RBL,BUND,D,28,2263,2,1,1,3,0,0,0,0,10,7,66,0,0,9,2,8,0,9,57,43,1221,0,101,157,13,182,1,0,0,1837,15,88,114,418,3,11,0,267,236,0,95,1,1,1,0,1,19
Gylfi Sigurdsson,EVE,EPL,M,27,2262,2,0,0,4,3,0,2,1,39,12,34,150,34,38,5,14,21,7,38,26,524,3,19,120,20,93,0,0,0,1211,66,223,133,376,6,175,0,390,28,0,12,2,0,1,2,1,31
Remy Cabella,ASS,FRAN,F/M,26,2260,3,0,0,7,6,1,6,0,58,27,11,69,16,50,11,36,7,0,58,39,1215,6,9,152,64,199,0,2,0,2059,92,452,194,811,0,134,0,476,83,3,55,5,0,5,6,4,98
Alfred Gomis,SPL,SERI,G,26,2259,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,359,0,5,240,0,9,1,2,0,953,0,37,2,122,0,9,0,336,122,0,180,0,0,0,0,0,0
Matt Lampson,FIR,MLS,G,25,2250,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,411,0,9,245,2,15,3,2,0,910,0,6,9,49,0,6,0,239,54,0,150,0,0,0,0,0,2
Tim Howard,RAP,MLS,G,25,2250,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,1,1,500,0,4,221,0,6,2,1,0,1025,0,28,0,106,0,4,0,296,110,0,188,0,0,0,0,0,0
Niklas Moisander,SVW,BUND,D,25,2250,6,0,0,2,0,0,0,0,18,6,54,7,1,8,1,8,0,9,37,29,1226,1,44,125,7,101,0,2,1,1767,22,140,85,455,6,34,0,271,227,0,143,0,0,0,2,0,11
Davide Astori,FIO,SERI,D,25,2250,5,0,0,1,1,0,1,0,9,2,51,18,3,9,0,8,0,17,47,31,1312,3,51,188,16,135,1,1,0,1881,23,141,63,470,7,41,0,238,205,0,92,0,0,1,0,1,22
Ander Capa,EIB,LIGA,D,33,2247,4,0,0,0,1,0,1,0,6,1,52,95,19,14,2,12,1,2,57,38,772,19,28,114,34,128,1,0,0,1843,21,284,109,521,8,120,0,527,110,0,80,1,0,6,0,0,61
Steve Birnbaum,DCU,MLS,D,26,2246,2,0,0,0,0,0,0,0,24,3,40,3,0,10,0,10,0,14,18,13,539,0,103,56,0,134,0,1,1,1015,63,64,87,180,2,23,1,215,113,0,60,0,0,1,1,0,0
Lewis Cook,BOU,EPL,M,29,2239,5,0,0,0,2,3,2,0,18,2,34,29,9,28,0,21,5,12,67,35,977,5,13,196,49,149,1,1,0,1636,11,296,158,560,4,73,0,369,117,0,108,3,0,1,0,0,66
Gaetan Bong,BHA,EPL,D,25,2238,2,0,0,0,0,0,0,0,4,1,40,53,6,9,0,9,0,6,39,32,544,6,30,140,16,97,1,0,1,1390,4,141,79,302,10,53,0,410,96,0,38,0,0,0,1,0,29
Damien Perrinelle,NYR,MLS,D,28,2234,5,0,0,0,2,0,2,0,13,2,60,5,0,5,1,3,0,12,67,46,899,0,45,128,9,140,0,0,0,1553,20,139,96,399,5,27,0,330,199,0,85,2,0,1,0,0,11
Laurent Koscielny,ARS,EPL,D,25,2227,4,0,0,2,0,0,0,0,9,2,55,5,1,7,0,7,0,15,45,23,1553,1,80,160,2,150,1,2,0,2115,17,192,92,639,4,17,0,220,277,0,112,0,0,2,1,2,3
Anibal Godoy,SJE,MLS,M,27,2224,10,1,1,2,0,1,0,0,22,6,52,11,2,19,0,16,3,6,58,40,1395,0,25,216,33,190,0,0,0,1957,14,291,138,761,2,33,0,238,186,0,155,1,0,2,1,1,44
Dani Carvajal,RMA,LIGA,D,25,2223,11,0,1,0,2,0,2,0,13,6,38,91,24,36,8,34,0,15,59,40,1368,24,19,155,32,142,1,1,0,2238,62,374,123,769,8,116,1,371,89,0,81,0,0,3,2,0,46
Darren Fletcher,STO,EPL,M,27,2222,0,0,0,1,1,1,0,1,11,2,26,49,16,23,2,18,4,3,47,26,823,4,21,133,15,108,1,2,0,1350,7,154,99,423,2,86,0,312,105,0,87,1,0,0,1,0,22
Leon Bailey,LEV,BUND,F/M,30,2220,2,0,0,9,6,2,5,1,76,28,19,196,71,62,8,38,18,0,16,12,635,27,27,131,58,129,0,0,0,1526,115,257,156,485,1,227,0,506,24,0,49,0,0,5,5,5,118
Fabian Schar,DEP,LIGA,D,25,2220,10,0,0,2,2,0,1,1,18,6,45,1,0,7,1,5,0,20,59,45,757,0,45,132,14,138,1,0,0,1333,24,72,114,213,2,20,1,227,142,0,117,1,0,3,3,2,20
Juan Ignacio Gonzalez,LEO,LMX,D,25,2219,5,0,0,0,0,0,0,0,10,2,36,2,0,3,0,3,0,24,55,43,525,0,51,82,2,124,0,1,0,992,16,43,85,166,1,8,0,163,118,0,76,0,0,1,0,0,2
Joao Pedro,GAL,MLS,M,27,2216,7,0,0,1,2,0,2,0,28,5,44,26,4,13,1,10,1,6,48,28,873,4,26,130,10,106,0,0,0,1385,15,192,116,484,2,38,0,270,132,0,83,0,0,1,0,0,18
Paulo Oliveira,EIB,LIGA,D,26,2215,3,0,0,0,0,0,0,0,13,3,62,1,1,5,0,5,0,9,41,22,653,1,71,115,2,125,0,0,1,1216,20,74,84,261,5,20,0,249,137,0,97,0,3,0,1,0,2
Kofi Opare,DCU,MLS,D,26,2214,2,0,0,2,1,0,1,0,32,8,34,0,0,7,2,6,0,23,32,21,513,0,70,68,1,114,0,0,0,921,62,19,57,103,1,4,1,144,76,0,27,0,1,3,1,0,1
Mats Hummels,FCB,BUND,D,26,2213,3,0,0,1,1,0,0,1,27,5,60,5,2,8,1,6,0,12,62,52,1763,2,72,145,12,152,1,1,0,2324,42,238,89,757,3,46,0,289,348,0,152,1,2,1,1,0,22
Niklas Stark,BSC,BUND,D,26,2210,2,0,0,1,1,0,0,1,11,5,41,2,1,4,1,3,0,13,49,32,862,1,71,64,5,146,0,0,1,1447,22,83,85,279,6,20,1,229,155,0,87,0,0,0,1,0,9
Chris Duvall,MTL,MLS,D,27,2210,5,0,1,1,2,0,2,0,11,4,24,49,18,18,4,16,0,9,61,42,628,18,25,134,13,127,1,0,0,1364,20,119,108,320,7,56,1,275,72,0,38,1,0,5,0,1,30
Simon Falette,SGE,BUND,D,27,2208,10,0,1,1,0,0,0,0,16,2,74,10,0,7,1,7,0,14,34,30,932,0,80,104,5,138,1,0,0,1600,20,119,90,336,9,32,0,328,180,0,80,0,2,0,1,1,8
Jimmy Medranda,SKC,MLS,M/D,34,2206,2,0,0,2,1,0,1,0,50,10,30,44,10,37,5,32,4,0,91,67,905,6,11,138,21,143,0,0,0,1567,42,325,117,590,1,108,0,340,47,0,66,3,1,4,0,1,47
Alexander Mejia,LEO,LMX,M,25,2205,12,0,1,0,0,0,0,0,4,2,27,0,0,14,1,14,0,5,107,79,860,0,22,171,9,170,0,0,0,1350,1,163,146,454,3,20,1,219,189,0,133,2,0,1,0,0,12
Glenn Murray,BHA,EPL,F,35,2196,9,0,0,12,0,0,0,0,53,25,5,9,0,17,2,17,0,4,18,12,366,0,117,69,7,190,0,0,0,1013,103,124,269,238,0,27,0,439,7,6,3,1,0,35,9,11,24
Lukas Klostermann,RBL,BUND,D,26,2192,2,0,0,1,0,0,0,0,11,3,42,42,9,15,2,15,0,6,56,41,712,9,43,106,9,122,0,0,0,1507,26,173,73,372,15,53,0,316,68,0,28,1,0,1,1,0,14
Giovani dos Santos,GAL,MLS,F/M,25,2189,3,0,0,6,3,0,2,1,59,17,5,48,20,41,7,28,10,1,19,16,771,8,2,59,23,65,0,0,0,1172,56,261,82,510,0,89,0,229,45,3,62,3,0,7,2,4,41
Cubo Torres,HOU,MLS,F,31,2189,7,0,0,14,3,0,2,1,80,29,6,21,4,41,1,38,0,2,6,2,434,4,44,61,9,100,0,0,0,1018,112,166,213,298,2,45,0,350,15,6,12,0,0,13,5,9,26
Alberto Paloschi,SPL,SERI,F,36,2187,2,0,0,7,1,0,1,0,26,11,4,6,1,11,1,10,0,1,10,7,281,1,21,57,12,65,0,0,0,596,61,82,134,155,0,14,0,206,12,0,9,0,0,22,4,7,18
Patrick van Aanholt,CRY,EPL,D,28,2185,7,0,0,5,1,0,1,0,33,11,47,56,13,18,3,11,6,5,47,31,681,6,6,162,26,89,0,2,0,1513,37,209,63,376,8,110,0,355,84,0,39,1,0,3,2,4,31
Alexis Ruano,ALA,LIGA,D,28,2184,6,0,0,1,0,0,0,0,13,3,30,6,0,5,0,4,1,14,33,24,482,0,29,112,6,81,3,0,1,1021,33,56,67,148,7,31,0,213,88,0,56,0,1,2,0,0,8
Ernest Seka,STR,FRAN,D,27,2178,4,0,1,1,1,0,1,0,15,3,50,30,5,18,1,16,1,8,61,46,836,5,66,130,22,160,0,1,0,1707,25,181,114,405,12,47,0,380,132,0,52,0,0,2,0,0,42
Jonathan Spector,ORL,MLS,D,25,2176,4,1,1,1,0,1,0,0,6,3,52,1,0,4,0,4,0,14,32,25,710,0,34,94,10,90,0,0,0,1183,9,50,68,161,1,14,4,173,104,0,93,0,1,0,0,0,11
Hakan Calhanoglu,MIL,SERI,M,31,2174,5,1,1,6,7,1,4,3,86,29,22,156,37,72,9,49,16,2,38,28,979,15,6,123,20,88,0,0,0,1734,78,378,129,708,7,210,0,431,45,0,96,1,0,7,0,3,28
Jordan Henderson,LIV,EPL,M,27,2172,1,0,0,1,1,0,1,0,15,3,31,25,5,25,2,23,1,2,50,33,1760,4,28,213,8,97,0,0,0,2350,19,451,90,1019,7,112,0,384,200,0,152,2,0,0,1,1,15
Morgan Sanson,OM,FRAN,M,33,2172,8,0,0,9,2,0,2,0,54,24,26,82,16,37,6,34,1,0,64,41,805,15,20,134,46,190,0,1,0,1566,74,282,217,538,1,94,0,411,51,0,38,3,0,6,8,3,72
Adama Niane,TRO,FRAN,F,33,2168,6,0,0,8,2,0,2,0,73,27,8,12,2,17,1,15,0,1,22,12,373,2,79,78,12,137,0,0,0,948,113,107,311,216,0,20,0,351,10,2,10,0,0,31,9,7,30
Julian Gressel,ATL,MLS,M,33,2168,4,0,0,5,9,0,7,2,38,11,23,46,9,35,9,26,0,4,38,26,592,8,16,119,23,91,0,0,0,1177,60,215,156,377,1,69,0,365,58,0,57,3,0,6,1,3,40
Giorgio Chiellini,JUV,SERI,D,26,2163,2,0,0,0,2,0,2,0,10,2,47,8,0,6,1,4,0,14,28,19,1522,0,51,136,10,116,0,3,0,2086,13,169,68,511,3,33,0,250,232,0,139,1,0,1,3,0,11
Stephan El Shaarawy,ROM,SERI,F/M,33,2163,1,0,0,7,4,0,4,0,73,24,24,35,8,35,6,29,2,1,21,15,786,6,13,92,37,97,0,0,0,1387,118,328,127,584,0,93,0,323,15,0,32,5,0,15,8,4,83
Fernando Navarro,LEO,LMX,M/D,28,2161,5,1,1,1,0,0,0,0,18,5,41,37,8,27,7,25,2,9,57,42,629,6,25,141,20,146,0,0,0,1314,50,179,134,367,20,69,1,254,58,0,34,0,0,2,2,0,30
Djibril Sidibe,ASM,FRAN,D,27,2157,4,0,0,2,7,0,7,0,20,8,48,58,11,32,7,25,0,4,58,38,1174,11,44,170,21,157,0,1,0,2067,47,321,129,681,6,91,0,367,167,0,40,0,0,0,0,1,51
Karim Benzema,RMA,LIGA,F,32,2156,0,0,0,5,10,2,10,0,63,18,8,6,3,44,11,34,0,0,14,8,720,3,9,43,33,67,0,0,0,1158,169,352,121,561,0,59,0,244,17,2,30,4,0,16,18,5,49
Caglar Soyuncu,SCF,BUND,D,26,2153,4,1,2,1,0,0,0,0,9,3,62,2,0,0,0,0,0,20,42,26,926,0,54,98,8,120,2,0,0,1446,7,75,84,279,3,18,0,249,153,0,85,0,0,2,0,1,11
Sead Kolasinac,ARS,EPL,D,27,2152,3,0,0,2,4,0,4,0,21,7,26,42,6,19,6,14,1,3,48,36,1017,6,47,134,12,117,0,0,0,1779,92,316,107,618,3,54,0,363,79,0,26,0,0,1,3,0,22
Paul Pogba,MUN,EPL,M,27,2151,5,0,1,6,10,0,9,1,76,18,21,28,4,39,4,29,0,0,33,23,1468,4,51,161,75,208,0,0,0,2224,76,540,165,983,1,120,0,420,163,0,110,5,0,3,6,5,101
Greg Garza,ATL,MLS,D,26,2150,2,0,0,2,4,1,3,1,12,5,46,87,25,33,3,29,0,4,43,30,857,25,21,128,11,105,0,0,0,1713,41,226,82,485,5,103,0,371,84,0,37,1,0,4,0,1,23
Roman Torres,SOU,MLS,D,27,2147,6,0,0,0,2,0,2,0,22,0,33,8,4,6,0,4,0,13,33,25,752,4,58,112,2,101,0,1,0,1236,29,66,60,280,2,24,0,235,189,0,112,0,1,1,1,0,2
Gaetano Letizia,BEN,SERI,D,29,2145,5,1,1,1,0,0,0,0,22,5,33,104,14,21,0,17,4,3,36,26,825,13,20,176,38,128,0,3,0,1644,17,179,132,344,11,112,0,391,73,0,80,0,0,1,1,0,63
Rodrigo Millar,MOR,LMX,M,28,2142,4,0,0,1,4,1,3,1,16,3,33,8,2,30,2,24,2,8,58,42,1161,2,36,160,7,115,1,0,0,1605,24,323,149,720,4,38,1,219,152,0,73,1,0,1,1,0,15
Radamel Falcao,ASM,FRAN,F,26,2139,1,0,0,18,4,0,4,0,70,33,7,8,2,15,2,11,0,3,12,6,433,2,38,82,19,117,0,0,1,936,104,148,187,255,1,20,0,289,7,4,7,0,0,9,8,14,34
Alex Ferrari,VER,SERI,D,25,2138,5,0,0,1,0,0,0,0,8,1,47,19,3,5,0,4,1,15,73,54,619,3,53,115,20,170,2,2,0,1431,9,109,117,230,10,37,1,326,77,0,51,0,0,0,1,1,33
Jefferson Lerma,LEV,LIGA,M,26,2137,16,0,0,0,1,0,1,0,27,1,49,2,1,19,1,18,0,10,51,35,892,1,88,187,19,205,0,0,0,1434,18,169,141,426,6,23,0,244,91,0,53,1,1,0,1,0,22
Matias Vecino,INT,SERI,M,29,2137,7,0,1,3,2,1,0,2,40,14,20,16,1,23,4,21,0,6,54,34,1410,1,32,149,21,125,0,0,0,1939,60,340,154,806,3,49,0,277,149,0,48,2,0,1,1,2,28
Willi Orban,RBL,BUND,D,26,2127,5,0,1,3,0,0,0,0,11,3,37,3,0,7,1,7,0,18,49,30,1132,0,118,91,3,191,1,0,0,1738,26,98,117,423,5,13,0,249,216,0,74,0,1,3,0,3,3
Dejan Lovren,LIV,EPL,D,30,2125,4,0,0,2,1,0,0,1,14,4,38,4,2,6,1,5,0,15,26,17,1595,2,104,107,0,136,1,1,0,2089,23,111,85,499,4,20,0,220,262,0,91,0,0,1,1,2,1
Gabriel Mercado,SEV,LIGA,D,26,2122,9,0,0,0,1,0,1,0,18,7,42,23,5,9,4,8,0,20,56,37,796,5,41,118,4,115,1,0,0,1371,33,121,104,324,5,27,0,223,111,0,38,0,0,6,1,0,7
David Guzman,POR,MLS,M,26,2118,12,0,0,1,6,0,2,4,43,9,49,86,32,46,6,15,25,1,77,55,1191,0,9,179,23,148,0,0,0,1906,26,253,149,614,2,139,0,375,148,1,188,1,0,0,2,1,36
Victor Moses,CHE,EPL,M/D,28,2118,3,0,0,3,3,1,3,0,35,11,15,90,19,20,3,17,0,4,37,29,638,19,28,142,32,124,0,2,0,1447,85,227,114,385,8,91,0,377,37,0,25,1,0,9,1,2,55
Samu Castillejo,VIL,LIGA,F/M,30,2083,4,0,0,6,5,2,3,2,57,19,21,97,29,43,7,24,14,5,41,28,730,8,15,121,47,169,0,0,0,1507,82,251,237,479,16,143,0,391,44,0,38,2,0,7,3,3,106
